WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Were U-Series data recalculated?,Type of spectrometry,Are RSL estimates available for this record?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Accepted in other study?,Reason for rejection in other studies,Other study ID,Screening,Location,Site,Additional site information,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Reported in situ?,Type of deposit,Distance from base of deposit (m),Sampled material,Additional sample context,paleo RSL (m),paleo RSL uncertainty (m),Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,How was speleothem mineralogy determined?,Speleothem mineralogy,Other screening techniques applied,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),[230Th/238U]ACT,[230Th/238U]ACT uncertainty (±2σ),[234U/238U]ACT,[234U/238U]ACT uncertainty (±2σ),Reported age (ka),"Reported ageuncertainty (ka, ±2σ)",Corrected reported age (ka),"Corrected reported age uncert. (ka, ±2σ)",Reported delta 234U initial (‰),Reported delta 234U (‰) uncertainty (±2σ),Initial 234U/238U,Initial 234U/238U uncertainty (±2σ),Measured 234U/238U,Measured 234U/238U uncertainty (±2σ),Measured delta234U,Measured delta234U uncertainty (±2σ),Comments on age determination,Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Recalculated Conventional Age (ka),Recalculated Conventional Age uncert. (±2σ),Recalculated delta 234Ui (‰),Recalculated delta 234Ui uncertainty (±2σ),Recalculated Conventional Age uncert. w/ decay constant uncertainties (±2σ),Recalculated delta 234Ui uncert. (±2σ) w/ decay constant uncertainties,Comments (age and delta234i),Record created by,Record updated by,Last Update
3275,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,007,10221,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.274,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.33518,0.00059,0.295720,0.000021,,3.5,249.5,1.3,,,,,0.09255,0.00044,,,10.289,0.055,10.151,0.075,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:20:28
3296,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,007,9710,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.09231,0.00053,1.265077,0.000078,,3.5,28368,188,,,,,0.6744,0.0023,,,109.38,0.65,109.38,0.65,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:03:39
3276,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,008,10223,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.258,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.12913,0.00017,0.303058,0.000020,,3.5,1071.9,4.1,,,,,0.14949,0.00053,,,17.592,0.070,17.539,0.073,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:22:53
3297,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-006,008,10215,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-10.8,0.5,-10.8,0.5,,in situ,stalagmite,0,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.58202,0.00072,1.199537,0.000050,,3.5,4256.5,7.8,,,,,0.67502,0.00091,,,109.22,0.29,109.16,0.29,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 14:05:03
3277,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,009,10026,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.199,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.12353,0.00029,0.297920,0.000022,,3.5,1155.3,7.7,,,,,0.15630,0.00098,,,18.51,0.14,18.46,0.14,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:24:57
3278,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,010,10027,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.106,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.08022,0.00018,0.337759,0.000020,,3.5,2027,11,,,,,0.15724,0.00080,,,18.56,0.11,18.53,0.11,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:26:46
3279,1,Speleothem,,No,Mass spectrometer,,"Steidle et al., 2021",,ST21-002,011,10028,,Yes,,N/A,,n/a,,,,,20.200000,-87.500000,,,,Sample site underground within a 15 km radius of cited location, ,Not reported,-8.5,0.5,-8.5,0.5,,in situ,stalagmite,0.028,speleothem,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,0.15210,0.00040,0.366879,0.000029,,3.5,1168.3,6.8,,,,,0.15811,0.00082,,,18.66,0.12,18.61,0.12,,,,,,,,,Ages before 1950CE,,,,,,,,,,,,,,,,,,,Simon Steidle,,2021-09-02 13:29:44
552,1,Speleothem,,No,Alpha,No,"Abad et al., 2013
 Cerrone et al., 2021",,AB13-001,AB13-001-001,MABE0604,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,35.910333,-5.385481,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,13-15.5,0.2,N/A,N/A,,,,,,,,,,,TIMS,No Info,,SE,SE,,,,,,,no,no,no,no,,,17.6,0.4,,,50.1,2.9,,,,,,,,,131.2,7.4,,,22.7,0.5,,,,,,,"Ages  likely reported with 1-sigma values

The U-series dating has been performed on flowstones",,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-10-27 11:47:38
553,1,Speleothem,,No,Alpha,No,"Abad et al., 2013
 Cerrone et al., 2021",,AB13-002,AB13-002-001,MABE0603,,Yes,,N/A,,n/a,,Bel Younech beach,Section A,,35.910333,-5.385481,,,Yes,,Not reported,Metered tape or rod,13-15.5,0.2,N/A,N/A,,,,,,,,,,,TIMS,No Info,,SE,SE,,,,,,,no,no,no,no,,,25.1,0.6,,,259.0,24.0,,,,,,,,,87.0,3.7,,,32.4,0.7,,,,,,,"Ages  likely reported with 1-sigma values



The U-series dating has been performed on flowstones",,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-03-09 05:53:51
1996,1,Speleothem,,No,Alpha,No,"Antonioli et al., 2002
 Cerrone et al., 2021",,AN02-001,AN02-001-001,ENEA1013,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,38.181488,12.719884,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,8,0.5,8,N/A,,,flowstone,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,no,no,no,no,,,,,,,,,,,,,,,,,19.695,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-08-24 15:42:11
533,1,Speleothem,,No,Alpha,No,"Belluomini et al., 2002
 Cerrone et al., 2021",,BE02-002,BE02-002-001,ISP2,,Yes,,N/A,,n/a,,,,,40.457552,17.161104,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,1,N/A,N/A,N/A,,,,,,,,,,,TIMS,No Info,,SE,SE,,,,,<2,,,,,,,,3.230,0.076,,,95,,,,0.555,0.018,,,1.121,0.024,86.4,4.2,,,,,,,,,,,"Uncertainties reported as 1-sigma
Initial 234U/238U= 1.155 +/- 0.031
",,,,,,,,,,,,,,,,,,,Ciro Cerrone,Alessio Rovere,2020-10-27 11:44:46
1984,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20,BI20-001,INF18/1°,,Yes,,N/A,,n/a,,,,,39.990000,15.420000,,,No,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.1,N/A,N/A,,yes,stalactite,,calcite,,,,No,No,TIMS,No Info,,SE,SE,,,,,,,no,,no,,,,,,,,90.74,,0.009439,0.000072,,,0.8939,0.0033,1.0318,0.0016,214.20,2.10,212.74,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Vacchi,Matteo Vacchi,2020-08-03 10:37:53
2844,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-001,BI20-001-001,UMD180823-340,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4.51,0.1,N/A,N/A,,,flowstone,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.237,,,,157.8,,0.005496,0.000061,,,0.8674,0.0027,1.0262,0.0016,199.97,2.07,199.11,2.25,,,1.0460,0.0027,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 08:15:38
3075,1,Speleothem,stalactite-stalagmite ,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-001,BI20-001-001,INF18/1A-UMD180823-345,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.2,4.12,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.23,,,1.5 ± 1.5 ,90.74,,0.009439,0.000072,,,0.8939,0.0023,1.0318,0.0016,214.2,2.1,212.74,2.58,,,1.0579,0.0027,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3076,1,Speleothem,stalactite-stalagmite ,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-001,BI20-001-002,INF18/1B-UMD180823-349,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.2,4.12,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.272,,,1.5 ± 1.5 ,196.47,,0.004745,0.00032,,,0.9327,0.0028,1.039,0.0017,239.5,3.1,196.47,3.22,,,1.0765,0.0032,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
1985,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20,BI20-002,INF18/1B,,Yes,,N/A,,n/a,,,,,39.990000,15.420000,,,No,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.1,N/A,N/A,,yes,stalactite,,calcite,,,,No,No,TIMS,No Info,9.195 ×10−6 (230Th) and 2.835 × 10−6 (234U). ,SE,SE,,,,,,,no,,no,,,,,,,,196.47,,0.009439,0.000072,,,0.9327,0.0028,1.0765,0.0032,239.50,3.10,196.47,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Vacchi,Matteo Vacchi,2020-08-03 10:38:11
2845,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-002,BI20-002-001,UMD180823-344,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4.51,0.1,N/A,N/A,,,flowstone,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.272,,,,205.0,,0.004279,0.000035,,,0.8771,0.0043,1.0266,0.0016,206.19,3.17,205.53,3.28,,,1.0475,0.0027,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 08:25:33
3077,1,Speleothem,stalactite-stalagmite ,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-002,BI20-002-001,INF18/3A-UMD180823-340,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,4.51,0.2,4.51,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.237,,,1.5 ± 1.5,157.8,,0.005496,0.000061,,,0.8674,0.0027,1.0262,0.0016,199.97,2.07,199.11,2.25,,,1.046,0.0027,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3078,1,Speleothem,stalactite-stalagmite ,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-002,BI20-002-002,INF18/3B-UMD180823-344,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,2.86,0.2,4.51,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.272,,,1.5 ± 1.5,205,,0.004279,0.000035,,,0.8771,0.043,1.0266,0.0016,206.19,3.17,205.53,3.28,,,1.0475,0.0027,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
1986,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20,BI20-003,INF18/3°,,Yes,,N/A,,n/a,,,,,39.990000,15.420000,,,No,,Mean Sea Level / General definition,Metered tape or rod,4.51,0.1,N/A,N/A,,yes,stalactite,,calcite,,,,No,No,TIMS,No Info,9.195 ×10−6 (230Th) and 2.835 × 10−6 (234U). ,SE,SE,,,,,,,no,,no,,,,,,,,157.8,,0.005496,0.000061,,,0.8674,0.0027,1.0460,0.0027,199.97,2.07,199.11,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Vacchi,Matteo Vacchi,2020-08-03 10:38:30
2846,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-003,BI20-003-001,UMD180823-345,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.1,N/A,N/A,,,flowstone,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.230,,,,90.74,,0.009439,0.000072,,,0.8939,0.0023,1.0318,0.0016,214.2,2.10,212.74,2.58,,,1.0579,0.0027,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 08:29:33
3079,1,Speleothem,flowstone,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-003,BI20-003-001,INF18/5A - UMD180823-386,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,2.86,0.2,2.86,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.148,,,1.5 ± 1.5,81.4,,0.00826,0.00005,,,0.6721,0.0025,1.0366,0.0023,112.94,0.89,111.65,1.58,,,1.0502,0.0031,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3080,1,Speleothem,flowstone,No,Mass spectrometer ,No,"Bini et al., 2020
 Dumitru et al., 2021",,BI20-003,BI20-003-002,INF18/5B-UMD180823-420,,Yes,,,,n/a,,Italy,Infreschi Cave ,,39.999167,15.425833,39.999167,15.425833,No,,Mean Sea Level / General definition,Metered tape or rod,3.71,0.2,2.86,,,,,,,,,,No,No,MC-ICPMS ,D3,,using a standardized parallel ion-counter pro,using a standardized parallel ion-counter pro,,,,thin sections ,,,,,,,,,0.166,,,1.5 ± 1.5,199.1,,0.003402,0.000021,,,0.6774,0.0031,1.0341,0.0016,115.06,0.99,114.53,1.33,,,1.0471,0.0022,,,,,, HU-1 secular equilibrium standard , HU-1 secular equilibrium standard ,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
2847,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-004,BI20-004-001,UMD180823-349,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4.12,0.1,N/A,N/A,,,flowstone,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.272,,,,196.47,,0.004745,0.000032,,,0.9327,0.0028,1.0390,0.0017,239.50,3.10,238.8,3.2,,,1.0765,0.0032,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 09:43:42
2848,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-005,BI20-005-001,UMD180823-362,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3.71,0.1,N/A,N/A,,,Calcite in lithophaga holes,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.401,,,,744.1,,0.000950,0.000006,,,0.7068,0.0033,1.0478,0.0018,120.84,1.10,120.67,1.12,,,1.0672,0.0025,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 09:52:13
2849,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-006,BI20-006-001,UME190501-284,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3.73,0.1,N/A,N/A,,,Calcite in lithophaga holes,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.354,,,,212.3,,0.00334,0.000067,,,0.7079,0.0023,1.0488,0.0015,120.41,0.96,120.35,0.93,,,1.0685,0.0021,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 09:55:08
2850,1,Speleothem,,No,Mass spectrometer,No,"Bini et al., 2020QSR
 Cerrone et al., 2021",,BI20-007,BI20-007-001,UME190812-343,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,39.999162,15.425835,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3.76,0.1,N/A,N/A,,,Calcite in lithophaga holes,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.504,,,,93.7,,0.0007452,0.00014,,,0.7065,0.0033,1.0454,0.002,120.15,1.66,120.09,1.66,,,1.0639,0.0028,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-12-16 09:58:48
653,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-001,DO10-001-001,CCVA-1,,Yes,,,,n/a,,Mallorca,Cova de Cala Varques A,,39.499722,3.296111,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.25,0.05,1.25,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.25,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.11,0.022,,0.7803,9077,,,,0.545,0.0021,,,1.377,0.069,,,81.95,0.56,,,1.476,0.086,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
654,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-002,DO10-002-001,CCVA-2,,Yes,,,,n/a,,Mallorca,Cova de Cala Varques A,,39.499722,3.296111,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.3,0.05,1.3,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.3,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.121,0.018,,0.7803,5599,,,,0.544,0.002,,,1.379,0.055,,,81.66,0.45,,,1.478,0.069,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
655,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-003,DO10-003-001,CDD-1,,Yes,,,,n/a,,Mallorca,Cova del Dimoni,,39.541111,3.336944,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.48,0.05,1.48,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.48,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,1.191,0.019,,0.7803,18814,,,,0.5297,0.0039,,,1.178,0.003,,,80.44,0.61,,,1.223,0.038,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
656,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-004,DO10-004-001,CDD-2,,Yes,,,,n/a,,Mallorca,Cova del Dimoni,,39.541111,3.336944,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.45,0.05,1.45,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.45,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,1.186,0.018,,0.7803,17160,,,,0.5298,0.0028,,,1.177,0.027,,,80.65,0.46,,,1.222,0.034,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
657,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-005,DO10-005-001,CCVB,,Yes,,,,n/a,,Mallorca,Cova de Cala Varques B,,39.499722,3.296111,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.32,0.05,1.32,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.32,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.101,0.021,,0.7803,418,,,,0.5413,0.0046,,,1.376,0.017,,,80.78,0.96,,,1.473,0.021,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
658,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-006,DO10-006-001,CCF-1,,Yes,,,,n/a,,Mallorca,Cova de Cala Falco,,39.510833,3.300833,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.57,0.05,1.57,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.57,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.208,0.023,,0.7803,2410,,,,0.551,0.0023,,,2.113,0.009,,,80.43,0.48,,,2.397,0.011,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
659,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-007,DO10-007-001,CCF-2,,Yes,,,,n/a,,Mallorca,Cova de Cala Falco? ,,39.510833,3.300833,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.53,0.05,1.53,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.53,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.202,0.021,,0.7803,990,,,,0.5563,0.0023,,,2.137,0.012,,,81.1,0.49,,,2.431,0.015,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
660,1,Speleothem,Phreatic overgrowths on speleothems,No,Mass Spectrometer,Yes,"Dorale et al., 2010
 Dumitru et al., 2021",,DO10-008,DO10-008-001,CPV-1,,Yes,,,,n/a,,Mallorca,Cova des Pas de Vallgornera,,39.367222,2.874167,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Total station or Auto/hand level,1.6,0.05,1.6,0.05,The errors are within the 50-cm max. amplitude of  barometric tides ,,,,,,1.6,0.25,No,No,TIMS,,,,,,,,,,,,,,,,,0.156,0.03,,0.7803,31537,,,,0.535,0.0028,,,1.325,0.019,,,80.09,0.48,,,1.408,0.024,,,,,"For consistency witht the database, we converted the initial 230Th/232Th value of 4.21 x10-6 to activity ratio",,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
