WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Were U-Series data recalculated?,Type of spectrometry,Are RSL estimates available for this record?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Accepted in other study?,Reason for rejection in other studies,Other study ID,Screening,Location,Site,Additional site information,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Reported in situ?,Type of deposit,Distance from base of deposit (m),Sampled material,Additional sample context,paleo RSL (m),paleo RSL uncertainty (m),Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,How was speleothem mineralogy determined?,Speleothem mineralogy,Other screening techniques applied,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),[230Th/238U]ACT,[230Th/238U]ACT uncertainty (±2σ),[234U/238U]ACT,[234U/238U]ACT uncertainty (±2σ),Reported age (ka),"Reported ageuncertainty (ka, ±2σ)",Corrected reported age (ka),"Corrected reported age uncert. (ka, ±2σ)",Reported delta 234U initial (‰),Reported delta 234U (‰) uncertainty (±2σ),Initial 234U/238U,Initial 234U/238U uncertainty (±2σ),Measured 234U/238U,Measured 234U/238U uncertainty (±2σ),Measured delta234U,Measured delta234U uncertainty (±2σ),Comments on age determination,Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Recalculated Conventional Age (ka),Recalculated Conventional Age uncert. (±2σ),Recalculated delta 234Ui (‰),Recalculated delta 234Ui uncertainty (±2σ),Recalculated Conventional Age uncert. w/ decay constant uncertainties (±2σ),Recalculated delta 234Ui uncert. (±2σ) w/ decay constant uncertainties,Comments (age and delta234i),Record created by,Record updated by,Last Update
727,1,Speleothem,mammillary calcite  ,No,Mass Spectrometer,Yes,"De Waele et al., 2017
 Dumitru et al., 2021",,DW18-001,DW18-001-006,SC 3.5.5,,Yes,,,,n/a,,Cuba,Santa Catalina Cave ,,23.100833,-81.415833,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Not reported,16,0,16,0.4,"Elevation uncertainty is confirmed by the main author, Jo de Waele",,,,,,16,0.4,No,No,MC-ICP-MS ,D3,,,,,X-ray diffraction  ,calcite,petrography and SEM  ,,,,,,,,,0.277,0.0208,,1.50 ± 1.50,2046.3,59,,,,,0.8314,0.0061,1.0242,0.004,,,179.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
1966,1,Speleothem,,No,Alpha,No,"Esposito et al.,2003
 Cerrone et al., 2021",,ES03-001,ES03-001-001,RI4,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,40.000312,15.426755,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4,0.5,N/A,N/A,,,flowstone,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.608,0.042,,,38,2,,,0.565,0.022,,,1.049,0.029,89.8,5.4,,,,,1.063,0.037,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-06-10 15:05:00
1967,1,Speleothem,,No,Alpha,No,"Esposito et al.,2003
 Cerrone et al., 2021",,ES03-002,ES03-002-001,RI5,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,40.000312,15.426755,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,6,0.5,N/A,N/A,,,flowstone,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.102,0.004,,,,,,,0.588,0.035,,,1.364,0.071,91.7,8.2,,,,,1.472,0.092,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-06-10 08:03:16
1968,1,Speleothem,,No,Alpha,No,"Esposito et al.,2003
 Cerrone et al., 2021",,ES03-003,ES03-003-001,RI7,,Yes,,N/A,,n/a,,Bel Younech Beach,Section A,,40.000312,15.426755,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,8,0.5,N/A,N/A,,,flowstone,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,no,no,no,no,,,0.141,0.005,,,,,,,0.650,0.038,,,1.086,0.053,111.9,11,,,,,1.118,0.072,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-06-10 14:13:05
2822,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-001,GA79-001-001,BH-M,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Mean Sea Level / General definition,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.26,,,,49,,,,0.765,,,,0.943,,161.6,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2823,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-001,GA79-001-002,BH-L,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.35,,,,54,,,,0.691,,,,0.987,,127.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2824,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-002,GA79-002-001,76015-3,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.32,,,,26,,,,0.618,,,,1.019,,104.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2825,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-002,GA79-002-002,76015-1a,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.29,,,,155,,,,0.678,,,,0.993,,123.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2826,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-002,GA79-002-003,76015-1b,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.28,,,,61,,,,0.666,,,,1.016,,118.5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2827,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-003,GA79-003-001,76016-3,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.28,,,,>1000,,,,0.608,,,,1.019,,101.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2828,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-003,GA79-003-002,76016-4,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.31,,,,81,,,,0.591,,,,1.031,,96.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2829,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-003,GA79-003-003,76016-1a,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.26,,,,70,,,,0.698,,,,1.028,,128.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
2830,1,Speleothem,stalagmite,No,Alpha,No,"Gascoyne et al., 1979
 Dumitru et al., 2021",,GA79-003,GA79-003-004,76016-1b,,Yes,,,,n/a,,Bahamas ,Blue hole in South Bight,Andros Island ,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,-45,,-45,9,,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,1.031,,122.3,32.85,,,,,,,,,,,We report the average of the assymetric ages uncertainties of +38.4 and -27.3,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
3117,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-001,GA84-001-001,81048/base-1,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.19,,,,>1000,,,,0.847,0.053,,,0.98,0.042,206.5,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3118,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-001,GA84-001-002,81048/base-2,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.16,,,,>1000,,,,0.691,0.036,,,0.996,0.033,127.7,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3119,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-002,GA84-002-001,81049/base-1,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.19,,,,197,,,,0.68,0.043,,,1.065,0.056,121.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3120,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-002,GA84-002-002,81049/top-3,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.12,,,,163,,,,0.926,0.062,,,0.929,0.056,331.4,130.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3121,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-002,GA84-002-003,81049/near top -4,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.12,,,,>1000,,,,0.972,0.062,,,0.986,0.04,350,,,,,,,,,,,,,,,,,,,Age reported as >350 ka,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3122,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-002,GA84-002-004,81049/outer overgrowth-5,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.19,,,,84,,,,0.188,0.012,,,1.034,0.027,22.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3123,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-002,GA84-002-005,81049/inner overgrowth-6,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.24,,,,99,,,,0.353,0.014,,,1.024,0.022,47.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3124,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-003,GA84-003-001,81050/base-1,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.21,,,,59,,,,0.324,0.029,,,1.03,0 .042 ,42.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3125,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-003,GA84-003-002,81050/middle-2,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.21,,,,>1000,,,,0.326,0.03,,,1.011,0.04,42.8,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3126,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-003,GA84-003-003,81050/neartop -4,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.19,,,,11,,,,0.356,0.016,,,1.043,0.034,47.6,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3127,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-004,GA84-004-001,81052-1,,Yes,,,,n/a,,Andros Island,Conch Sound no 1,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.31,,,,110,,,,0.836,0.04,,,1.035,0.019,192,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3128,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-005,GA84-005-001,81054/base-2,,Yes,,,,n/a,,North Andros ,Morgan's Bluff ,,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.16,,,,25,,,,0.368,0.021,,,1.074,0.044,49.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3129,1,Speleothem,stalactite,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-006,GA84-006-001,81055/inner layer -1,,Yes,,,,n/a,,North Andros ,Morgan's Bluff ,,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.25,,,,112,,,,0.563,0.027,,,1.08,0.042,88.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3130,1,Speleothem,stalactite,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-006,GA84-006-002,81055/outer layer -2,,Yes,,,,n/a,,North Andros ,Morgan's Bluff ,,23.925374,-77.652099,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.44,,,,>1000,,,,0.063,0.006,,,1.087,0.025,7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3131,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-007,GA84-007-001,76017/base-1a,,Yes,,,,n/a,,Andros Island,Conch Sound no 2,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.11,,,,11,,,,0.35,0.03,,,1,0.057,46.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3132,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-007,GA84-007-002,76017/base-1b,,Yes,,,,n/a,,Andros Island,Conch Sound no 2,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.11,,,,126,,,,0.379,0.03,,,1.022,0.057,51.6,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3133,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-007,GA84-007-003,76017/top -2,,Yes,,,,n/a,,Andros Island,Conch Sound no 2,,25.141389,-78.005833,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.17,,,,>1000,,,,0.386,0.024,,,0.999,0.049,53,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3134,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-008,GA84-008-001,78026/base-1,,Yes,,,,n/a,,Grand Bahama ,Lucaya Caverns,,26.604500,-78.401500,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.51,,,,16,,,,0.485,0.025,,,1.066,0.027,71.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3135,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-008,GA84-008-002,78026/top-4,,Yes,,,,n/a,,Grand Bahama ,Lucaya Caverns,,26.604500,-78.401500,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.22,,,,>1000,,,,0.464,0.029,,,1.036,0.026,67.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3136,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-009,GA84-009-001,78027/top-2,,Yes,,,,n/a,,Grand Bahama ,Lucaya Caverns,,26.604500,-78.401500,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.28,,,,>1000,,,,0.408,0.023,,,1.021,0.021,56.7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
3137,1,Speleothem,stalagmite ,No,Alpha,No,"Gascoyne, 1984
 Dumitru et al., 2021",,GA84-009,GA84-009-002,78027/base-2,,Yes,,,,n/a,,Grand Bahama ,Lucaya Caverns,,26.604500,-78.401500,,,Yes,estimated using Google Earth ,Not reported,Not reported,,,,,,,,,,,,,No,No,Alpha counting,,,,,,,,,,,,,,,,,0.48,,,,358,,,,0.428,0.015,,,1 . 027 ,0.017,60.4,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oana_Alexandra Dumitru,,2021-04-09 08:48:17
744,1,Speleothem,flowstones,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-001,HA78-001-001,73018:E,,Yes,,,,n/a,,Bermuda,Government Quarry Cave,,32.350639,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,7,0.5,7,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.51,,,,1000,,,,0.82,0.03,,,1.35,0.03,,,162,14,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
745,1,Speleothem,flowstones,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-002,HA78-002-001,73023:09,,Yes,,,,n/a,,Bermuda,Bierman Quarry Cave,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,16,0.5,16,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.37,,,,1000,,,,0.42,0.02,,,1.22,0.02,,,58,5,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
746,1,Speleothem,flowstones,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-002,HA78-002-002,73023:08,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,16,0.5,16,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.29,,,,1000,,,,0.62,0.03,,,1.21,0.03,,,101,18,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
747,1,Speleothem,columnar stalagmites,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-003,HA78-003-001,73036:11,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,-7.4,0.5,-7.4,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.5,,,,25,,,,0.65,0.02,,,1.34,0.02,,,114,9,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
748,1,Speleothem,columnar stalagmites,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-003,HA78-003-002,73036:10,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,-7.5,0.5,-7.5,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.8,,,,38,,,,0.775,0.02,,,1.07,0.02,,,153,9,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
749,1,Speleothem,columnar stalagmites,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-003,HA78-003-003,73036:12,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,-7.7,0.5,-7.7,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,1,,,,46,,,,0.81,0.02,,,1.13,0.01,,,168,18,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
750,1,Speleothem,columnar stalagmites,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-003,HA78-003-004,73036:13,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,-7.8,0.5,-7.8,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.26,,,,40,,,,0.825,0.01,,,1.02,0.01,,,179,14,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
751,1,Speleothem,columnar stalagmites,No,Alpha,No,"Harmon et al., 1978
 Dumitru et al., 2021",,HA78-003,HA78-003-005,73036:09,,Yes,,,,n/a,,Bermuda,Crystal Cave ,,32.350640,-64.712646,,,Yes,estimated using Google Earth ,Not reported,Metered tape or rod,-8,0.5,-8,0.5,Sea level in the cave varies with local tides ( ~ 1 m). ,,,,,,,,No,No,Alpha detector,,,,,,,,,,,,,,,,,0.3,,,,43,,,,0.835,0.02,,,1.01,0.02,,,195,20,,,,,,,,,ages in stratigraphic order,,,,,,,large 230Th/232Th ratios indicate no detrital Th,,,,,,,,,,,,Oana_Alexandra Dumitru,,2020-11-27 13:28:16
